발전기명,날짜,일별_총_일사량(SI_Sum)
제주대태양광,2022-06-19,21.6
제주대태양광,2022-06-20,10
제주대태양광,2022-06-21,16.5
제주대태양광,2022-06-22,28.6
제주대태양광,2022-06-23,20.5
제주대태양광,2022-06-24,13.5
제주대태양광,2022-06-25,25
제주대태양광,2022-06-26,12.7
제주대태양광,2022-06-27,5.2
제주대태양광,2022-06-28,8.2
제주대태양광,2022-06-29,24.9
제주대태양광,2022-06-30,28.9
제주대태양광,2022-07-01,27.6
제주대태양광,2022-07-02,27
제주대태양광,2022-07-03,22.6
제주대태양광,2022-07-04,21.8
제주대태양광,2022-07-05,18
제주대태양광,2022-07-06,26.2
제주대태양광,2022-07-07,26.3
제주대태양광,2022-07-08,18.9
제주대태양광,2022-07-09,27.4
제주대태양광,2022-07-10,23.3
제주대태양광,2022-07-11,9.8
제주대태양광,2022-07-12,19
제주대태양광,2022-07-13,15.6
제주대태양광,2022-07-14,11.9
제주대태양광,2022-07-15,7.2
제주대태양광,2022-07-16,21.5
제주대태양광,2022-07-17,12.2
제주대태양광,2022-07-18,7.6
제주대태양광,2022-07-19,25.9
제주대태양광,2022-07-20,19.6
제주대태양광,2022-07-21,14.1
제주대태양광,2022-07-22,24.2
제주대태양광,2022-07-23,20.8
제주대태양광,2022-07-24,20.9
제주대태양광,2022-07-25,21.4
제주대태양광,2022-07-26,27
제주대태양광,2022-07-27,28
제주대태양광,2022-07-28,23.9
제주대태양광,2022-07-29,24.1
제주대태양광,2022-07-30,3.3
제주대태양광,2022-07-31,4.3
제주대태양광,2022-08-01,11.5
제주대태양광,2022-08-02,16.1
제주대태양광,2022-08-03,25.3
제주대태양광,2022-08-04,24.1
제주대태양광,2022-08-05,26.2
제주대태양광,2022-08-06,21.2
제주대태양광,2022-08-07,23.4
제주대태양광,2022-08-08,25.3
제주대태양광,2022-08-09,24.6
제주대태양광,2022-08-10,23.5
제주대태양광,2022-08-11,14.4
제주대태양광,2022-08-12,15.8
제주대태양광,2022-08-13,22.5
제주대태양광,2022-08-14,23.4
제주대태양광,2022-08-15,23.6
제주대태양광,2022-08-16,16
제주대태양광,2022-08-17,3.6
제주대태양광,2022-08-18,24.3
제주대태양광,2022-08-19,23.1
제주대태양광,2022-08-20,5.9
제주대태양광,2022-08-21,19.6
제주대태양광,2022-08-22,21.4
제주대태양광,2022-08-23,19.9
제주대태양광,2022-08-24,17.6
제주대태양광,2022-08-25,22.3
제주대태양광,2022-08-26,9.6
제주대태양광,2022-08-27,20.4
제주대태양광,2022-08-28,19.5
제주대태양광,2022-08-29,19.5
제주대태양광,2022-08-30,19.1
제주대태양광,2022-08-31,11.1
제주대태양광,2022-09-01,4.8
제주대태양광,2022-09-02,1.9
제주대태양광,2022-09-03,9.2
제주대태양광,2022-09-04,3.8
제주대태양광,2022-09-05,2.6
제주대태양광,2022-09-06,11.3
제주대태양광,2022-09-07,23.7
제주대태양광,2022-09-08,22.5
제주대태양광,2022-09-09,15.9
제주대태양광,2022-09-10,10
제주대태양광,2022-09-11,11.7
제주대태양광,2022-09-12,4.1
제주대태양광,2022-09-13,2
제주대태양광,2022-09-14,3.6
제주대태양광,2022-09-15,3.8
제주대태양광,2022-09-16,17.9
제주대태양광,2022-09-17,14.6
제주대태양광,2022-09-18,16
제주대태양광,2022-09-19,13
제주대태양광,2022-09-20,12.7
제주대태양광,2022-09-21,15
제주대태양광,2022-09-22,13.1
제주대태양광,2022-09-23,17.7
제주대태양광,2022-09-24,19.3
제주대태양광,2022-09-25,12.9
제주대태양광,2022-09-26,16.6
제주대태양광,2022-09-27,19.7
제주대태양광,2022-09-28,8.2
제주대태양광,2022-09-29,15.9
제주대태양광,2022-09-30,21.3
제주대태양광,2022-10-01,20.5
제주대태양광,2022-10-02,19.7
제주대태양광,2022-10-03,19
제주대태양광,2022-10-04,5.1
제주대태양광,2022-10-05,16.1
제주대태양광,2022-10-06,7.2
제주대태양광,2022-10-07,10.8
제주대태양광,2022-10-08,3.8
제주대태양광,2022-10-09,5.2
제주대태양광,2022-10-10,8.1
제주대태양광,2022-10-11,14.5
제주대태양광,2022-10-12,18.3
제주대태양광,2022-10-13,5.6
제주대태양광,2022-10-14,12.2
제주대태양광,2022-10-15,16.2
제주대태양광,2022-10-16,10.8
제주대태양광,2022-10-17,16.4
제주대태양광,2022-10-18,16.8
제주대태양광,2022-10-19,18.3
제주대태양광,2022-10-20,18.2
제주대태양광,2022-10-21,12.6
제주대태양광,2022-10-22,11.4
제주대태양광,2022-10-23,14.5
제주대태양광,2022-10-24,15.9
제주대태양광,2022-10-25,14.8
제주대태양광,2022-10-26,14.7
제주대태양광,2022-10-27,8.5
제주대태양광,2022-10-28,15.6
제주대태양광,2022-10-29,10.8
제주대태양광,2022-10-30,11.9
제주대태양광,2022-10-31,9.8
제주대태양광,2022-11-01,16.1
제주대태양광,2022-11-02,14.6
제주대태양광,2022-11-03,15.9
제주대태양광,2022-11-04,10.8
제주대태양광,2022-11-05,12.4
제주대태양광,2022-11-06,14.9
제주대태양광,2022-11-07,15.2
제주대태양광,2022-11-08,15.2
제주대태양광,2022-11-09,14.3
제주대태양광,2022-11-10,7.8
제주대태양광,2022-11-11,13
제주대태양광,2022-11-12,3.4
제주대태양광,2022-11-13,1.9
제주대태양광,2022-11-14,6.1
제주대태양광,2022-11-15,13.8
제주대태양광,2022-11-16,10.8
제주대태양광,2022-11-17,5.8
제주대태양광,2022-11-18,12.1
제주대태양광,2022-11-19,7.1
제주대태양광,2022-11-20,0.7
제주대태양광,2022-11-21,10.8
제주대태양광,2022-11-22,1.5
제주대태양광,2022-11-23,4.4
제주대태양광,2022-11-24,12.5
제주대태양광,2022-11-25,12.6
제주대태양광,2022-11-26,7.5
제주대태양광,2022-11-27,10.3
제주대태양광,2022-11-28,9.8
제주대태양광,2022-11-29,1.7
제주대태양광,2022-11-30,1.8
제주대태양광,2022-12-01,3.8
제주대태양광,2022-12-02,7.8
제주대태양광,2022-12-03,2.2
제주대태양광,2022-12-04,5.6
제주대태양광,2022-12-05,5.6
제주대태양광,2022-12-06,9
제주대태양광,2022-12-07,9.8
제주대태양광,2022-12-08,6.2
제주대태양광,2022-12-09,5.6
제주대태양광,2022-12-10,7.3
제주대태양광,2022-12-11,5.1
제주대태양광,2022-12-12,2.9
제주대태양광,2022-12-13,7.3
제주대태양광,2022-12-14,3.8
제주대태양광,2022-12-15,10.4
제주대태양광,2022-12-16,2.1
제주대태양광,2022-12-17,2.4
제주대태양광,2022-12-18,3.2
제주대태양광,2022-12-19,3.8
제주대태양광,2022-12-20,11.6
제주대태양광,2022-12-21,2.5
제주대태양광,2022-12-22,1.2
제주대태양광,2022-12-23,2.1
제주대태양광,2022-12-24,1
제주대태양광,2022-12-25,2.5
제주대태양광,2022-12-26,3
제주대태양광,2022-12-27,4.1
제주대태양광,2022-12-28,4.1
제주대태양광,2022-12-29,2.9
제주대태양광,2022-12-30,4.4
제주대태양광,2022-12-31,10.6
제주성읍리태양광,2022-01-01,11.9
제주성읍리태양광,2022-01-02,8.9
제주성읍리태양광,2022-01-03,12.2
제주성읍리태양광,2022-01-04,6.6
제주성읍리태양광,2022-01-05,2
제주성읍리태양광,2022-01-06,13.2
제주성읍리태양광,2022-01-07,12.8
제주성읍리태양광,2022-01-08,12.4
제주성읍리태양광,2022-01-09,7.8
제주성읍리태양광,2022-01-10,8.5
제주성읍리태양광,2022-01-11,5.6
제주성읍리태양광,2022-01-12,8
제주성읍리태양광,2022-01-13,4.3
제주성읍리태양광,2022-01-14,11.6
제주성읍리태양광,2022-01-15,9.4
제주성읍리태양광,2022-01-16,8.1
제주성읍리태양광,2022-01-17,8.5
제주성읍리태양광,2022-01-18,13.9
제주성읍리태양광,2022-01-19,13.1
제주성읍리태양광,2022-01-20,13.7
제주성읍리태양광,2022-01-21,8.6
제주성읍리태양광,2022-01-22,4.3
제주성읍리태양광,2022-01-23,2.5
제주성읍리태양광,2022-01-24,2.3
제주성읍리태양광,2022-01-25,2.1
제주성읍리태양광,2022-01-26,13
제주성읍리태양광,2022-01-27,8
제주성읍리태양광,2022-01-28,12.8
제주성읍리태양광,2022-01-29,8.8
제주성읍리태양광,2022-01-30,13.7
제주성읍리태양광,2022-01-31,15.9
제주성읍리태양광,2022-02-01,8.9
제주성읍리태양광,2022-02-02,9.5
제주성읍리태양광,2022-02-03,11.7
제주성읍리태양광,2022-02-04,11.5
제주성읍리태양광,2022-02-05,6.1
제주성읍리태양광,2022-02-06,11.1
제주성읍리태양광,2022-02-07,7.7
제주성읍리태양광,2022-02-08,16.1
제주성읍리태양광,2022-02-09,11.4
제주성읍리태양광,2022-02-10,14.1
제주성읍리태양광,2022-02-11,16.2
제주성읍리태양광,2022-02-12,7.1
제주성읍리태양광,2022-02-13,4.5
제주성읍리태양광,2022-02-14,7.1
제주성읍리태양광,2022-02-15,14.6
제주성읍리태양광,2022-02-16,6.8
제주성읍리태양광,2022-02-17,9
제주성읍리태양광,2022-02-18,5.9
제주성읍리태양광,2022-02-19,8.1
제주성읍리태양광,2022-02-20,12.3
제주성읍리태양광,2022-02-21,12.7
제주성읍리태양광,2022-02-22,12.5
제주성읍리태양광,2022-02-23,12.9
제주성읍리태양광,2022-02-24,16.7
제주성읍리태양광,2022-02-25,19.3
제주성읍리태양광,2022-02-26,19.5
제주성읍리태양광,2022-02-27,20.4
제주성읍리태양광,2022-02-28,8.2
제주성읍리태양광,2022-03-01,9.2
제주성읍리태양광,2022-03-02,20.6
제주성읍리태양광,2022-03-03,17.8
제주성읍리태양광,2022-03-04,13.7
제주성읍리태양광,2022-03-05,20.5
제주성읍리태양광,2022-03-06,21.2
제주성읍리태양광,2022-03-07,16.7
제주성읍리태양광,2022-03-08,20.4
제주성읍리태양광,2022-03-09,20.7
제주성읍리태양광,2022-03-10,21.2
제주성읍리태양광,2022-03-11,13.2
제주성읍리태양광,2022-03-12,20.8
제주성읍리태양광,2022-03-13,3
제주성읍리태양광,2022-03-14,6.8
제주성읍리태양광,2022-03-15,22.4
제주성읍리태양광,2022-03-16,21.2
제주성읍리태양광,2022-03-17,4.2
제주성읍리태양광,2022-03-18,4.1
제주성읍리태양광,2022-03-19,5.6
제주성읍리태양광,2022-03-20,11.7
제주성읍리태양광,2022-03-21,7.3
제주성읍리태양광,2022-03-22,17.4
제주성읍리태양광,2022-03-23,10.6
제주성읍리태양광,2022-03-24,22.4
제주성읍리태양광,2022-03-25,5.7
제주성읍리태양광,2022-03-26,9.9
제주성읍리태양광,2022-03-27,22.1
제주성읍리태양광,2022-03-28,13.7
제주성읍리태양광,2022-03-29,23.7
제주성읍리태양광,2022-03-30,9.6
제주성읍리태양광,2022-03-31,12
제주성읍리태양광,2022-04-01,16
제주성읍리태양광,2022-04-02,24.8
제주성읍리태양광,2022-04-03,25.6
제주성읍리태양광,2022-04-04,25.6
제주성읍리태양광,2022-04-05,17.6
제주성읍리태양광,2022-04-06,25.1
제주성읍리태양광,2022-04-07,24.2
제주성읍리태양광,2022-04-08,26
제주성읍리태양광,2022-04-09,26.3
제주성읍리태양광,2022-04-10,19.8
제주성읍리태양광,2022-04-11,14.9
제주성읍리태양광,2022-04-12,23.1
제주성읍리태양광,2022-04-13,12.5
제주성읍리태양광,2022-04-14,3.6
제주성읍리태양광,2022-04-15,18.3
제주성읍리태양광,2022-04-16,26.7
제주성읍리태양광,2022-04-17,27.3
제주성읍리태양광,2022-04-18,19.3
제주성읍리태양광,2022-04-19,26.9
제주성읍리태양광,2022-04-20,26.3
제주성읍리태양광,2022-04-21,12.8
제주성읍리태양광,2022-04-22,26
제주성읍리태양광,2022-04-23,6.6
제주성읍리태양광,2022-04-24,23.3
제주성읍리태양광,2022-04-25,15.8
제주성읍리태양광,2022-04-26,3.5
제주성읍리태양광,2022-04-27,25.3
제주성읍리태양광,2022-04-28,22.2
제주성읍리태양광,2022-04-29,9.1
제주성읍리태양광,2022-04-30,23.2
제주성읍리태양광,2022-05-01,28
제주성읍리태양광,2022-05-02,27.9
제주성읍리태양광,2022-05-03,29.1
제주성읍리태양광,2022-05-04,29.4
제주성읍리태양광,2022-05-05,19.2
제주성읍리태양광,2022-05-06,26.5
제주성읍리태양광,2022-05-07,23.5
제주성읍리태양광,2022-05-08,8.1
제주성읍리태양광,2022-05-09,23.7
제주성읍리태양광,2022-05-10,7.6
제주성읍리태양광,2022-05-11,4
제주성읍리태양광,2022-05-12,7.8
제주성읍리태양광,2022-05-13,6
제주성읍리태양광,2022-05-14,26.3
제주성읍리태양광,2022-05-15,21.1
제주성읍리태양광,2022-05-16,25.8
제주성읍리태양광,2022-05-17,29
제주성읍리태양광,2022-05-18,28.5
제주성읍리태양광,2022-05-19,14.9
제주성읍리태양광,2022-05-20,17.6
제주성읍리태양광,2022-05-21,29.3
제주성읍리태양광,2022-05-22,28.8
제주성읍리태양광,2022-05-23,22.9
제주성읍리태양광,2022-05-24,27.4
제주성읍리태양광,2022-05-25,27.4
제주성읍리태양광,2022-05-26,17.6
제주성읍리태양광,2022-05-27,29.8
제주성읍리태양광,2022-05-28,21.1
제주성읍리태양광,2022-05-29,10.9
제주성읍리태양광,2022-05-30,14.6
제주성읍리태양광,2022-05-31,26.3
제주성읍리태양광,2022-06-01,25.5
제주성읍리태양광,2022-06-02,26.6
제주성읍리태양광,2022-06-03,27.6
제주성읍리태양광,2022-06-04,12.9
제주성읍리태양광,2022-06-05,5.2
제주성읍리태양광,2022-06-06,27
제주성읍리태양광,2022-06-07,6.2
제주성읍리태양광,2022-06-08,12.5
제주성읍리태양광,2022-06-09,23.4
제주성읍리태양광,2022-06-10,9
제주성읍리태양광,2022-06-11,17.7
제주성읍리태양광,2022-06-12,15.4
제주성읍리태양광,2022-06-13,5.2
제주성읍리태양광,2022-06-14,6.5
제주성읍리태양광,2022-06-15,24.2
제주성읍리태양광,2022-06-16,22.6
제주성읍리태양광,2022-06-17,16.6
제주성읍리태양광,2022-06-18,22.9
제주성읍리태양광,2022-06-19,20.1
제주성읍리태양광,2022-06-20,8.6
제주성읍리태양광,2022-06-21,18.9
제주성읍리태양광,2022-06-22,21.4
제주성읍리태양광,2022-06-23,9.9
제주성읍리태양광,2022-06-24,12.2
제주성읍리태양광,2022-06-25,19.3
제주성읍리태양광,2022-06-26,11.3
제주성읍리태양광,2022-06-27,12.4
제주성읍리태양광,2022-06-28,12.4
제주성읍리태양광,2022-06-29,11.5
제주성읍리태양광,2022-06-30,15.5
제주성읍리태양광,2022-07-01,26.2
제주성읍리태양광,2022-07-02,28.1
제주성읍리태양광,2022-07-03,17.2
제주성읍리태양광,2022-07-04,12.2
제주성읍리태양광,2022-07-05,13.5
제주성읍리태양광,2022-07-06,21.9
제주성읍리태양광,2022-07-07,14.4
제주성읍리태양광,2022-07-08,13.4
제주성읍리태양광,2022-07-09,28.1
제주성읍리태양광,2022-07-10,24.3
제주성읍리태양광,2022-07-11,9.1
제주성읍리태양광,2022-07-12,10.2
제주성읍리태양광,2022-07-13,12.5
제주성읍리태양광,2022-07-14,13.7
제주성읍리태양광,2022-07-15,8.9
제주성읍리태양광,2022-07-16,22.8
제주성읍리태양광,2022-07-17,12.2
제주성읍리태양광,2022-07-18,6
제주성읍리태양광,2022-07-19,26.4
제주성읍리태양광,2022-07-20,22.6
제주성읍리태양광,2022-07-21,24.7
제주성읍리태양광,2022-07-22,27.9
제주성읍리태양광,2022-07-23,20.6
제주성읍리태양광,2022-07-24,25.7
제주성읍리태양광,2022-07-25,19.1
제주성읍리태양광,2022-07-26,21.7
제주성읍리태양광,2022-07-27,11.3
제주성읍리태양광,2022-07-28,19.2
제주성읍리태양광,2022-07-29,16.6
제주성읍리태양광,2022-07-30,3.8
제주성읍리태양광,2022-07-31,3.9
제주성읍리태양광,2022-08-01,10.1
제주성읍리태양광,2022-08-02,17.9
제주성읍리태양광,2022-08-03,25.2
제주성읍리태양광,2022-08-04,15.6
제주성읍리태양광,2022-08-05,17.5
제주성읍리태양광,2022-08-06,18.7
제주성읍리태양광,2022-08-07,24.9
제주성읍리태양광,2022-08-08,25.4
제주성읍리태양광,2022-08-09,24.3
제주성읍리태양광,2022-08-10,22.2
제주성읍리태양광,2022-08-11,14.3
제주성읍리태양광,2022-08-12,14.2
제주성읍리태양광,2022-08-13,22.3
제주성읍리태양광,2022-08-14,21.7
제주성읍리태양광,2022-08-15,22.3
제주성읍리태양광,2022-08-16,14.3
제주성읍리태양광,2022-08-17,2.5
제주성읍리태양광,2022-08-18,23.7
제주성읍리태양광,2022-08-19,24
제주성읍리태양광,2022-08-20,7.3
제주성읍리태양광,2022-08-21,19.9
제주성읍리태양광,2022-08-22,21.4
제주성읍리태양광,2022-08-23,19.8
제주성읍리태양광,2022-08-24,18.9
제주성읍리태양광,2022-08-25,20.4
제주성읍리태양광,2022-08-26,9.8
제주성읍리태양광,2022-08-27,21.3
제주성읍리태양광,2022-08-28,16.2
제주성읍리태양광,2022-08-29,15.5
제주성읍리태양광,2022-08-30,19.8
제주성읍리태양광,2022-08-31,14.1
제주성읍리태양광,2022-09-01,7.1
제주성읍리태양광,2022-09-02,1.7
제주성읍리태양광,2022-09-03,6
제주성읍리태양광,2022-09-04,6.5
제주성읍리태양광,2022-09-05,2.2
제주성읍리태양광,2022-09-06,19.5
제주성읍리태양광,2022-09-07,24
제주성읍리태양광,2022-09-08,22.4
제주성읍리태양광,2022-09-09,14
제주성읍리태양광,2022-09-10,6.2
제주성읍리태양광,2022-09-11,6.7
제주성읍리태양광,2022-09-12,4
제주성읍리태양광,2022-09-13,2.5
제주성읍리태양광,2022-09-14,3.1
제주성읍리태양광,2022-09-15,5.3
제주성읍리태양광,2022-09-16,13.8
제주성읍리태양광,2022-09-17,12.5
제주성읍리태양광,2022-09-18,17.3
제주성읍리태양광,2022-09-19,21.2
제주성읍리태양광,2022-09-20,7.1
제주성읍리태양광,2022-09-21,14.9
제주성읍리태양광,2022-09-22,11.7
제주성읍리태양광,2022-09-23,18.4
제주성읍리태양광,2022-09-24,19.3
제주성읍리태양광,2022-09-25,12.1
제주성읍리태양광,2022-09-26,18.2
제주성읍리태양광,2022-09-27,19.8
제주성읍리태양광,2022-09-28,9.2
제주성읍리태양광,2022-09-29,16.3
제주성읍리태양광,2022-09-30,21.5
제주성읍리태양광,2022-10-01,20.5
제주성읍리태양광,2022-10-02,9.5
제주성읍리태양광,2022-10-03,15.9
제주성읍리태양광,2022-10-04,6.4
제주성읍리태양광,2022-10-05,17.9
제주성읍리태양광,2022-10-06,8.9
제주성읍리태양광,2022-10-07,13.3
제주성읍리태양광,2022-10-08,3.3
제주성읍리태양광,2022-10-09,5.9
제주성읍리태양광,2022-10-10,14.5
제주성읍리태양광,2022-10-11,18.4
제주성읍리태양광,2022-10-12,17.4
제주성읍리태양광,2022-10-13,15.5
제주성읍리태양광,2022-10-14,12.6
제주성읍리태양광,2022-10-15,16.3
제주성읍리태양광,2022-10-16,10.9
제주성읍리태양광,2022-10-17,13.6
제주성읍리태양광,2022-10-18,19.1
제주성읍리태양광,2022-10-19,19.1
제주성읍리태양광,2022-10-20,18.1
제주성읍리태양광,2022-10-21,10.5
제주성읍리태양광,2022-10-22,11.1
제주성읍리태양광,2022-10-23,17.3
제주성읍리태양광,2022-10-24,17.4
제주성읍리태양광,2022-10-25,16
제주성읍리태양광,2022-10-26,12.7
제주성읍리태양광,2022-10-27,8
제주성읍리태양광,2022-10-28,15.7
제주성읍리태양광,2022-10-29,10
제주성읍리태양광,2022-10-30,13.2
제주성읍리태양광,2022-10-31,14.8
제주성읍리태양광,2022-11-01,16.4
제주성읍리태양광,2022-11-02,16.1
제주성읍리태양광,2022-11-03,16.3
제주성읍리태양광,2022-11-04,15.8
제주성읍리태양광,2022-11-05,16.1
제주성읍리태양광,2022-11-06,15.4
제주성읍리태양광,2022-11-07,15.5
제주성읍리태양광,2022-11-08,15.3
제주성읍리태양광,2022-11-09,14.5
제주성읍리태양광,2022-11-10,5.6
제주성읍리태양광,2022-11-11,7.4
제주성읍리태양광,2022-11-12,2
제주성읍리태양광,2022-11-13,5.7
제주성읍리태양광,2022-11-14,10.6
제주성읍리태양광,2022-11-15,14.5
제주성읍리태양광,2022-11-16,13.5
제주성읍리태양광,2022-11-17,6.9
제주성읍리태양광,2022-11-18,10.9
제주성읍리태양광,2022-11-19,3.6
제주성읍리태양광,2022-11-20,1.2
제주성읍리태양광,2022-11-21,12
제주성읍리태양광,2022-11-22,1.6
제주성읍리태양광,2022-11-23,11.9
제주성읍리태양광,2022-11-24,13.1
제주성읍리태양광,2022-11-25,11.5
제주성읍리태양광,2022-11-26,11.9
제주성읍리태양광,2022-11-27,10.8
제주성읍리태양광,2022-11-28,5.8
제주성읍리태양광,2022-11-29,2.7
제주성읍리태양광,2022-11-30,2.5
제주성읍리태양광,2022-12-01,7.1
제주성읍리태양광,2022-12-02,12.8
제주성읍리태양광,2022-12-03,1.5
제주성읍리태양광,2022-12-04,4.4
제주성읍리태양광,2022-12-05,5.9
제주성읍리태양광,2022-12-06,10.2
제주성읍리태양광,2022-12-07,11.6
제주성읍리태양광,2022-12-08,6.1
제주성읍리태양광,2022-12-09,5.6
제주성읍리태양광,2022-12-10,6.8
제주성읍리태양광,2022-12-11,9.5
제주성읍리태양광,2022-12-12,4.6
제주성읍리태양광,2022-12-13,10.9
제주성읍리태양광,2022-12-14,4
제주성읍리태양광,2022-12-15,10.7
제주성읍리태양광,2022-12-16,4.7
제주성읍리태양광,2022-12-17,3.7
제주성읍리태양광,2022-12-18,5.5
제주성읍리태양광,2022-12-19,6.3
제주성읍리태양광,2022-12-20,10.6
제주성읍리태양광,2022-12-21,4.5
제주성읍리태양광,2022-12-22,2.3
제주성읍리태양광,2022-12-23,2.3
제주성읍리태양광,2022-12-24,2.7
제주성읍리태양광,2022-12-25,6.5
제주성읍리태양광,2022-12-26,7.8
제주성읍리태양광,2022-12-27,10.2
제주성읍리태양광,2022-12-28,7.4
제주성읍리태양광,2022-12-29,6.6
제주성읍리태양광,2022-12-30,8.4
제주성읍리태양광,2022-12-31,12
제주태양광,2022-01-01,11
제주태양광,2022-01-02,5.6
제주태양광,2022-01-03,9.5
제주태양광,2022-01-04,5.4
제주태양광,2022-01-05,1.2
제주태양광,2022-01-06,11.7
제주태양광,2022-01-07,11.7
제주태양광,2022-01-08,4
제주태양광,2022-01-09,2.7
제주태양광,2022-01-10,7.2
제주태양광,2022-01-11,3.1
제주태양광,2022-01-12,3.5
제주태양광,2022-01-13,2.8
제주태양광,2022-01-14,7.3
제주태양광,2022-01-15,9
제주태양광,2022-01-16,5.2
제주태양광,2022-01-17,4.1
제주태양광,2022-01-18,11.2
제주태양광,2022-01-19,12.4
제주태양광,2022-01-20,7
제주태양광,2022-01-21,7.7
제주태양광,2022-01-22,7.8
제주태양광,2022-01-23,2.5
제주태양광,2022-01-24,5.1
제주태양광,2022-01-25,1.3
제주태양광,2022-01-26,5.8
제주태양광,2022-01-27,6
제주태양광,2022-01-28,8.9
제주태양광,2022-01-29,6.6
제주태양광,2022-01-30,11.2
제주태양광,2022-01-31,12.6
제주태양광,2022-02-01,6.7
제주태양광,2022-02-02,7.1
제주태양광,2022-02-03,8.6
제주태양광,2022-02-04,5.4
제주태양광,2022-02-05,5.2
제주태양광,2022-02-06,8.8
제주태양광,2022-02-07,6.3
제주태양광,2022-02-08,14.1
제주태양광,2022-02-09,8.5
제주태양광,2022-02-10,13.6
제주태양광,2022-02-11,14.9
제주태양광,2022-02-12,6.3
제주태양광,2022-02-13,3.8
제주태양광,2022-02-14,8.1
제주태양광,2022-02-15,10.5
제주태양광,2022-02-16,6
제주태양광,2022-02-17,7.8
제주태양광,2022-02-18,6.6
제주태양광,2022-02-19,3.5
제주태양광,2022-02-20,8.3
제주태양광,2022-02-21,9.3
제주태양광,2022-02-22,11.7
제주태양광,2022-02-23,6.9
제주태양광,2022-02-24,4.9
제주태양광,2022-02-25,18.4
제주태양광,2022-02-26,17.9
제주태양광,2022-02-27,18.9
제주태양광,2022-02-28,7.1
제주태양광,2022-03-01,5.6
제주태양광,2022-03-02,14.3
제주태양광,2022-03-03,17
제주태양광,2022-03-04,12.8
제주태양광,2022-03-05,18.5
제주태양광,2022-03-06,19.5
제주태양광,2022-03-07,16
제주태양광,2022-03-08,18.6
제주태양광,2022-03-09,18.7
제주태양광,2022-03-10,19.1
제주태양광,2022-03-11,7.7
제주태양광,2022-03-12,18.3
제주태양광,2022-03-13,3.2
제주태양광,2022-03-14,7.3
제주태양광,2022-03-15,20.3
제주태양광,2022-03-16,18.7
제주태양광,2022-03-17,3.4
제주태양광,2022-03-18,2.8
제주태양광,2022-03-19,5.7
제주태양광,2022-03-20,7.8
제주태양광,2022-03-21,7.9
제주태양광,2022-03-22,16
제주태양광,2022-03-23,12.3
제주태양광,2022-03-24,20.3
제주태양광,2022-03-25,5.3
제주태양광,2022-03-26,4.9
제주태양광,2022-03-27,20.6
제주태양광,2022-03-28,12.6
제주태양광,2022-03-29,21.8
제주태양광,2022-03-30,13.3
제주태양광,2022-03-31,10.1
제주태양광,2022-04-01,20.8
제주태양광,2022-04-02,23.6
제주태양광,2022-04-03,24
제주태양광,2022-04-04,23.3
제주태양광,2022-04-05,16.6
제주태양광,2022-04-06,22.8
제주태양광,2022-04-07,21.3
제주태양광,2022-04-08,24
제주태양광,2022-04-09,24.1
제주태양광,2022-04-10,18.9
제주태양광,2022-04-11,22.9
제주태양광,2022-04-12,22.5
제주태양광,2022-04-13,12.2
제주태양광,2022-04-14,3.5
제주태양광,2022-04-15,17.8
제주태양광,2022-04-16,24.7
제주태양광,2022-04-17,25.3
제주태양광,2022-04-18,17.1
제주태양광,2022-04-19,23.6
제주태양광,2022-04-20,23.6
제주태양광,2022-04-21,13.5
제주태양광,2022-04-22,23.4
제주태양광,2022-04-23,9.2
제주태양광,2022-04-24,21.2
제주태양광,2022-04-25,18
제주태양광,2022-04-26,3.3
제주태양광,2022-04-27,23.2
제주태양광,2022-04-28,20.5
제주태양광,2022-04-29,7.2
제주태양광,2022-04-30,22.2
제주태양광,2022-05-01,26.3
제주태양광,2022-05-02,25.7
제주태양광,2022-05-03,26.8
제주태양광,2022-05-04,26.9
제주태양광,2022-05-05,25
제주태양광,2022-05-06,23.6
제주태양광,2022-05-07,20.2
제주태양광,2022-05-08,12.6
제주태양광,2022-05-09,21
제주태양광,2022-05-10,11.7
제주태양광,2022-05-11,5.5
제주태양광,2022-05-12,9.4
제주태양광,2022-05-13,3.8
제주태양광,2022-05-14,24.6
제주태양광,2022-05-15,21.2
제주태양광,2022-05-16,23.9
제주태양광,2022-05-17,26.2
제주태양광,2022-05-18,25.8
제주태양광,2022-05-19,15
제주태양광,2022-05-20,12.6
제주태양광,2022-05-21,27.1
제주태양광,2022-05-22,26.6
제주태양광,2022-05-23,21.8
제주태양광,2022-05-24,25.2
제주태양광,2022-05-25,23.8
제주태양광,2022-05-26,18.4
제주태양광,2022-05-27,27.1
제주태양광,2022-05-28,19.3
제주태양광,2022-05-29,10.3
제주태양광,2022-05-30,13
제주태양광,2022-05-31,24.8
제주태양광,2022-06-01,23.3
제주태양광,2022-06-02,24.1
제주태양광,2022-06-03,25.5
제주태양광,2022-06-04,18.5
제주태양광,2022-06-05,4.5
제주태양광,2022-06-06,23.3
제주태양광,2022-06-07,11.4
제주태양광,2022-06-08,21.1
제주태양광,2022-06-09,25.1
제주태양광,2022-06-10,11.3
제주태양광,2022-06-11,19.6
제주태양광,2022-06-12,18.3
제주태양광,2022-06-13,5.2
제주태양광,2022-06-14,6.7
제주태양광,2022-06-15,23.4
제주태양광,2022-06-16,20.7
제주태양광,2022-06-17,21.2
제주태양광,2022-06-18,24.8
제주태양광,2022-06-19,24.4
제주태양광,2022-06-20,10.8
